ingredients,instructions,title
"['2 tablespoons olive oil', '1 1/4 cups chopped red onion', '2 large garlic cloves, chopped', '1 pound ground lamb', '1 28-ounce can diced tomatoes in juice', '2 tablespoons dried mint', '1 1/2 tablespoons ras-el-hanout', '1 tablespoon tomato paste', '3 teaspoons ground cumin, divided', '1 teaspoon ground cinnamon', '3 cups whole milk, divided', '8 tablespoons (1 stick) unsalted butter, divided', '6 tablespoons all purpose flour', '3 large eggs, separated', '6 ounces feta cheese, crumbled', '1 pound penne rigate', '1/2 cup freshly grated Parmesan cheese, divided', 'Ingredient info: Look for ras-el-hanout at specialty foods stores or order it online at adrianascaravan.com.']","Heat oil in large skillet over medium-high heat. Add onion and garlic; sauté until onion softens, about 5 minutes. Add lamb; cook until brown, breaking into small pieces, about 8 minutes. Stir in tomatoes with juice, mint, ras-el-hanout, tomato paste, 2 1/2 teaspoons cumin, and cinnamon. Bring to boil. Reduce heat to medium-low. Simmer until lamb mixture is thick, stirring often, 15 to 18 minutes. Season with salt and pepper. Meanwhile, bring 2 cups milk to simmer in medium saucepan. Remove from heat; cover to keep warm. Melt 6 tablespoons butter in heavy large saucepan over medium heat. Add flour; whisk until smooth. Reduce heat to medium-low; cook until roux is pale golden, whisking often, 3 to 4 minutes. Gradually add warm milk to roux, whisking until sauce is smooth. Whisk 1 cup milk and 3 egg yolks in medium bowl; whisk into sauce. Whisk in feta and 1/2 teaspoon cumin. Bring sauce to boil, whisking often. Reduce heat to medium-low; simmer until slightly thickened, mashing with potato masher to break up cheese, about 5 minutes. Season sauce with salt and pepper. DO AHEAD: Can be made 1 day ahead. Cover; chill. Rewarm over low heat, whisking often, before using. Preheat oven to 400°F. Butter deep 14-cup baking dish. Cook pasta in large pot of boiling salted water until tender but still firm to bite, stirring occasionally. Drain pasta; return to same pot. Mix 2 tablespoons butter into pasta. Add egg whites and 1/4 cup Parmesan; stir to blend. Spread 4 cups pasta in dish. Spread lamb mixture over. Top with remaining pasta. Spoon sauce over; sprinkle with 1/4 cup Parmesan. Place dish on rimmed baking sheet. Bake pastitsio until heated through, about 40 minutes. Let stand 5 to 10 minutes.
Heat oil in large skillet over medium-high heat. Add onion and garlic; sauté until onion softens, about 5 minutes. Add lamb; cook until brown, breaking into small pieces, about 8 minutes. Stir in tomatoes with juice, mint, ras-el-hanout, tomato paste, 2 1/2 teaspoons cumin, and cinnamon. Bring to boil. Reduce heat to medium-low. Simmer until lamb mixture is thick, stirring often, 15 to 18 minutes. Season with salt and pepper.
Meanwhile, bring 2 cups milk to simmer in medium saucepan. Remove from heat; cover to keep warm. Melt 6 tablespoons butter in heavy large saucepan over medium heat. Add flour; whisk until smooth. Reduce heat to medium-low; cook until roux is pale golden, whisking often, 3 to 4 minutes. Gradually add warm milk to roux, whisking until sauce is smooth. Whisk 1 cup milk and 3 egg yolks in medium bowl; whisk into sauce. Whisk in feta and 1/2 teaspoon cumin. Bring sauce to boil, whisking often. Reduce heat to medium-low; simmer until slightly thickened, mashing with potato masher to break up cheese, about 5 minutes. Season sauce with salt and pepper. DO AHEAD: Can be made 1 day ahead. Cover; chill. Rewarm over low heat, whisking often, before using.
Preheat oven to 400°F. Butter deep 14-cup baking dish. Cook pasta in large pot of boiling salted water until tender but still firm to bite, stirring occasionally. Drain pasta; return to same pot. Mix 2 tablespoons butter into pasta. Add egg whites and 1/4 cup Parmesan; stir to blend.
Spread 4 cups pasta in dish. Spread lamb mixture over. Top with remaining pasta. Spoon sauce over; sprinkle with 1/4 cup Parmesan. Place dish on rimmed baking sheet. Bake pastitsio until heated through, about 40 minutes. Let stand 5 to 10 minutes.",Moroccan-Spiced Pastitsio with Lamb and Feta 
"['2 cups low-salt chicken broth', '2 tablespoons extra-virgin olive oil, divided', '1 tablespoon ground ginger', '2 garlic cloves, pressed', '2 teaspoons salt, divided', '1 teaspoon ground turmeric', '1/2 teaspoon ground cinnamon', '1/4 teaspoon ground cumin', '1 10-ounce box plain couscous', '1/2 cup raisins', '1 cucumber, peeled, seeded, cut into 1/2-inch cubes', '1 large red bell pepper, cut into 1/2-inch cubes (about 2 cups)', '1 large carrot, peeled, quartered lengthwise, thinly sliced crosswise', '1 cup thinly sliced green beans or trimmed sugar snap peas', '2 teaspoons finely grated lemon peel', '1/4 cup fresh lemon juice', '2 1/2 tablespoons extra-virgin olive oil plus additional for drizzling', '2 tablespoons fresh lemon juice', '1/2 teaspoon salt', '1/2 teaspoon ground black pepper', '6 large skinless boneless chicken breast halves, pounded to 1/3-inch thickness', '3/4 cup plus 1/3 cup (loosely packed) chopped fresh cilantro', '1/2 cup chopped toasted almonds (optional)', '1 lemon, cut into 6 wedges']","For couscous: Bring chicken broth, 1 tablespoon oil, ginger, garlic, 1 teaspoon salt, turmeric, cinnamon, and cumin to boil in heavy large saucepan. Stir in couscous and remove from heat. Scatter raisins over, cover, and let stand until couscous softens, about 10 minutes. Fluff couscous with fork, breaking up any lumps with fingertips. Transfer couscous to large bowl. Add cucumber, red bell pepper, carrot, green beans, and lemon peel. Whisk remaining 1 tablespoon oil, 1 teaspoon salt, and lemon juice in small bowl. Add to couscous; toss to coat. Season to taste with salt and pepper. DO AHEAD: Can be made 1 day ahead. Cover and chill. Bring to room temperature before serving.
Bring chicken broth, 1 tablespoon oil, ginger, garlic, 1 teaspoon salt, turmeric, cinnamon, and cumin to boil in heavy large saucepan. Stir in couscous and remove from heat. Scatter raisins over, cover, and let stand until couscous softens, about 10 minutes. Fluff couscous with fork, breaking up any lumps with fingertips. Transfer couscous to large bowl. Add cucumber, red bell pepper, carrot, green beans, and lemon peel. Whisk remaining 1 tablespoon oil, 1 teaspoon salt, and lemon juice in small bowl. Add to couscous; toss to coat. Season to taste with salt and pepper. DO AHEAD: Can be made 1 day ahead. Cover and chill. Bring to room temperature before serving.
For chicken: Place 2 1/2 tablespoons oil, lemon juice, 1/2 teaspoon salt, and 1/2 teaspoon pepper in large resealable plastic bag. Add chicken and seal bag, releasing any excess air; turn several times to coat. Let stand at room temperature 30 minutes. Alternatively, chill 1 to 3 hours and bring to room temperature before continuing. Prepare barbecue (high heat). Brush grill rack with oil. Transfer chicken from bag to barbecue with some marinade still clinging and grill until slightly charred and just cooked through, about 4 minutes per side. Transfer chicken to platter and let rest 10 minutes. Stir 3/4 cup chopped cilantro into couscous. Sprinkle almonds over, if desired. Drizzle chicken with oil, sprinkle remaining 1/3 cup chopped cilantro over, and garnish with lemon wedges. Serve with couscous.
Place 2 1/2 tablespoons oil, lemon juice, 1/2 teaspoon salt, and 1/2 teaspoon pepper in large resealable plastic bag. Add chicken and seal bag, releasing any excess air; turn several times to coat. Let stand at room temperature 30 minutes. Alternatively, chill 1 to 3 hours and bring to room temperature before continuing.
Prepare barbecue (high heat). Brush grill rack with oil. Transfer chicken from bag to barbecue with some marinade still clinging and grill until slightly charred and just cooked through, about 4 minutes per side. Transfer chicken to platter and let rest 10 minutes. Stir 3/4 cup chopped cilantro into couscous. Sprinkle almonds over, if desired. Drizzle chicken with oil, sprinkle remaining 1/3 cup chopped cilantro over, and garnish with lemon wedges. Serve with couscous.",Grilled Lemon Chicken and Moroccan Couscous Salad 
"['1 cup olive oil', '1/4 cup red wine vinegar', '3 tablespoons ground cumin', '1 1/2 tablespoons ground coriander', '2 teaspoons ground cinnamon', '2 teaspoons salt', '2 teaspoons sugar', '1/4 teaspoon cayenne pepper', '4 large chicken breast halves with skin and ribs, cut crosswise in half', '4 chicken legs', '4 chicken thighs', '1/4 cup minced fresh parsley']","Whisk first 8 ingredients in large glass baking dish. Add all chicken; turn to coat. Cover with plastic wrap; chill 4 to 6 hours. Prepare barbecue (medium heat). Place marinade-coated chicken on barbecue. Grill chicken until just cooked through, occasionally brushing with any remaining marinade, about 10 minutes per side for breasts and about 12 minutes per side for leg and thigh pieces. Transfer chicken to platter. Sprinkle with parsley.
Whisk first 8 ingredients in large glass baking dish. Add all chicken; turn to coat. Cover with plastic wrap; chill 4 to 6 hours.
Prepare barbecue (medium heat). Place marinade-coated chicken on barbecue. Grill chicken until just cooked through, occasionally brushing with any remaining marinade, about 10 minutes per side for breasts and about 12 minutes per side for leg and thigh pieces. Transfer chicken to platter. Sprinkle with parsley.",Grilled Chicken Moroccan Style 
"['1 1/2 tablespoons ground coriander', '1 1/2 tablespoons ground cumin', '1 1/2 tablespoons ground chile powder, preferably ancho', '2 tablespoons light brown sugar', '1 1/2 teaspoons Kosher salt (Diamond crystal)', '1/2 teaspoon ground cinnamon', '1/2 teaspoon ground caraway', '1/2 teaspoon ground black pepper', '1/2 cup extra-virgin olive oil', '2 pork tenderloins, about 1 1/4 pounds each, butterflied and lightly pounded to 1/2-inch thickness', 'Grilled naan, grilled haloumi and plain yogurt for serving']","In a small bowl, combine the coriander, cumin, chile powder, brown sugar, salt, cinnamon, caraway, black pepper and oil, pressing out any lumps of sugar. On a baking sheet, rub the mixture all over the pork and let sit, covered at room temperature for 1 hour or refrigerate for 4 hours or up to overnight. Return to room temperature. Light a grill and oil the grates. Grill the pork over moderately high heat, turning occasionally, until lightly charred and an instant read thermometer inserted into the thickest part registers 135°, about 9 minutes. Transfer to a cutting board and let sit for 10 minutes, loosely tented with foil before cutting into thick slices. Serve with warm grilled naan, haloumi and yogurt.
In a small bowl, combine the coriander, cumin, chile powder, brown sugar, salt, cinnamon, caraway, black pepper and oil, pressing out any lumps of sugar. On a baking sheet, rub the mixture all over the pork and let sit, covered at room temperature for 1 hour or refrigerate for 4 hours or up to overnight. Return to room temperature.
Light a grill and oil the grates. Grill the pork over moderately high heat, turning occasionally, until lightly charred and an instant read thermometer inserted into the thickest part registers 135°, about 9 minutes. Transfer to a cutting board and let sit for 10 minutes, loosely tented with foil before cutting into thick slices. Serve with warm grilled naan, haloumi and yogurt.",Grilled Moroccan Spiced Pork Tenderloin 
"['2 tablespoons olive oil', '1 large onion, chopped', '1 teaspoon ground cinnamon', '1 teaspoon ground ginger', '1/2 teaspoon turmeric', '1/8 teaspoon crumbled saffron threads', '1 tablespoon all purpose flour', '2 cups low-salt chicken broth', '1 1/2 pounds skinless boneless chicken thighs', '1/4 cup chopped golden raisins', '2 tablespoons chopped fresh cilantro', '2 tablespoons chopped fresh Italian parsley', '1/2 cup slivered almonds', '3 tablespoons powdered sugar', '1/2 teaspoon coarse kosher salt', '1/4 teaspoon ground cinnamon', '10 sheets (about 17x12 inches) fresh phyllo pastry or frozen, thawed', '1/2 cup (about) unsalted butter, melted (for brushing)']","For filling: Heat oil in heavy large skillet over medium heat. Add onion and sauté until tender, about 10 minutes. Mix in cinnamon, ginger, turmeric, and saffron; stir 1 minute. Sprinkle flour over; stir 1 minute. Add broth; bring to simmer. Sprinkle chicken with salt; add to broth mixture. Gently simmer chicken uncovered until cooked through, reducing heat if necessary to prevent boiling, about 20 minutes. Stir in raisins. Set skillet aside until chicken is cool enough to handle. Transfer chicken to plate. Shred chicken coarsely and return to skillet. If sauce is thin, simmer over medium heat until sauce coats chicken thickly. Stir in cilantro and parsley. Season filling with salt and pepper. Cool filling completely. DO AHEAD: Can be made 2 days ahead. Cover; chill.
Heat oil in heavy large skillet over medium heat. Add onion and sauté until tender, about 10 minutes. Mix in cinnamon, ginger, turmeric, and saffron; stir 1 minute. Sprinkle flour over; stir 1 minute. Add broth; bring to simmer. Sprinkle chicken with salt; add to broth mixture. Gently simmer chicken uncovered until cooked through, reducing heat if necessary to prevent boiling, about 20 minutes. Stir in raisins. Set skillet aside until chicken is cool enough to handle.
Transfer chicken to plate. Shred chicken coarsely and return to skillet. If sauce is thin, simmer over medium heat until sauce coats chicken thickly. Stir in cilantro and parsley. Season filling with salt and pepper. Cool filling completely. DO AHEAD: Can be made 2 days ahead. Cover; chill.
For phyllo: Finely grind almonds, powdered sugar, 1/2 teaspoon coarse salt, and cinnamon in mini processor. Stack 10 phyllo sheets on work surface. Invert 9-inch glass pie dish onto stack. Cut around dish through phyllo, making ten 10-inch rounds. Remove dish. Cover rounds with plastic wrap and damp kitchen towel. Brush same pie dish with melted butter. Place 1 phyllo round on work surface; brush with butter and sprinkle with scant 1 tablespoon almonds. Top with another phyllo round, brush with butter and sprinkle with scant 1 tablespoon almonds. Repeat stacking with 3 more phyllo rounds, butter, and almonds. Fit phyllo stack into prepared pie dish. Brush with butter. Spoon filling evenly over. Place 1 phyllo round on work surface. Brush with butter and sprinkle with scant 1 tablespoon almonds. Top with another phyllo round, brush with butter and sprinkle with scant 1 tablespoon almonds. Repeat with 2 phyllo rounds, butter, and almonds. Place stack atop filling; top with remaining phyllo round. Tuck in edges. Drizzle more butter over top. Cut 4 slits through top phyllo stack to allow steam to escape. DO AHEAD: Can be made 6 hours ahead. Cover and chill. Preheat oven to 375°F. Place pie on rimmed baking sheet. Bake uncovered until phyllo is golden and filling is heated through, about 40 minutes. Cool 15 minutes. Cut into wedges.
Finely grind almonds, powdered sugar, 1/2 teaspoon coarse salt, and cinnamon in mini processor.
Stack 10 phyllo sheets on work surface. Invert 9-inch glass pie dish onto stack. Cut around dish through phyllo, making ten 10-inch rounds. Remove dish. Cover rounds with plastic wrap and damp kitchen towel.
Brush same pie dish with melted butter. Place 1 phyllo round on work surface; brush with butter and sprinkle with scant 1 tablespoon almonds. Top with another phyllo round, brush with butter and sprinkle with scant 1 tablespoon almonds. Repeat stacking with 3 more phyllo rounds, butter, and almonds. Fit phyllo stack into prepared pie dish. Brush with butter. Spoon filling evenly over. Place 1 phyllo round on work surface. Brush with butter and sprinkle with scant 1 tablespoon almonds. Top with another phyllo round, brush with butter and sprinkle with scant 1 tablespoon almonds. Repeat with 2 phyllo rounds, butter, and almonds. Place stack atop filling; top with remaining phyllo round. Tuck in edges. Drizzle more butter over top. Cut 4 slits through top phyllo stack to allow steam to escape. DO AHEAD: Can be made 6 hours ahead. Cover and chill.
Preheat oven to 375°F. Place pie on rimmed baking sheet. Bake uncovered until phyllo is golden and filling is heated through, about 40 minutes. Cool 15 minutes. Cut into wedges.",Moroccan-Style Chicken Pie 
"['6 whole jumbo quail (6 to 8 ounces each)', '1 small garlic clove', '1/4 teaspoon salt', '1 tablespoon paprika (preferably sweet Hungarian)', '1 tablespoon extra-virgin olive oil', '2 tablespoons fresh lime juice', '1/8 teaspoon cayenne, or to taste', 'freshly ground black pepper', '2 tablespoons corn or canola oil', '2 tablespoons unsalted butter', 'Moroccan-spiced vegetables', 'bulgur pilaf or couscous']","With poultry shears or a sharp knife cut off necks, feet, and first 2 wing joints of each quail and discard. Cut out and discard backbones and halve each quail lengthwise through breast.
With poultry shears or a sharp knife cut off necks, feet, and first 2 wing joints of each quail and discard. Cut out and discard backbones and halve each quail lengthwise through breast.
Make sauce: Mince garlic and mash to a paste with salt. In a small heavy skillet heat garlic paste and paprika in oil over moderate heat, stirring, until fragrant, about 1 minute. Remove skillet from heat and stir in lime juice and cayenne.
Mince garlic and mash to a paste with salt. In a small heavy skillet heat garlic paste and paprika in oil over moderate heat, stirring, until fragrant, about 1 minute. Remove skillet from heat and stir in lime juice and cayenne.
Make quail: Pat quail dry and season with pepper and salt. Divide oil and butter between two 12-inch heavy skillets and heat over moderately high heat until hot but not smoking. Add quail and sauté, skin sides down, until skin is golden, about 2 minutes. Turn quail over and sauté 2 minutes more. Turn quail skin sides down and sauté 1 minute more, or until skin is golden brown but meat is barely pink for medium.
Pat quail dry and season with pepper and salt. Divide oil and butter between two 12-inch heavy skillets and heat over moderately high heat until hot but not smoking. Add quail and sauté, skin sides down, until skin is golden, about 2 minutes. Turn quail over and sauté 2 minutes more. Turn quail skin sides down and sauté 1 minute more, or until skin is golden brown but meat is barely pink for medium.
Serve quail with Moroccan vegetables and bulgur pilaf or couscous. Drizzle paprika sauce over and around vegetables and quail.
Serve quail with Moroccan vegetables and bulgur pilaf or couscous. Drizzle paprika sauce over and around vegetables and quail.",Sauteed Quail with Paprika Sauce and Moroccan-Spiced Vegetables 
"['Cooking spray', '2 tablespoons honey', '1/4 cup olive oil', '2 teaspoons ground cumin', '2 teaspoons ground turmeric', '1/2 teaspoon ground cinnamon', '4 garlic cloves, chopped', '1 (3 1/2-pound) chicken, cut into 8 pieces', '2 medium red onions, quartered', '1 pound small red-skin potatoes, scrubbed and halved', '1 cup dried apricots', '1/2 cup golden raisins', '1/2 cup coarsely chopped pistachios', '2 tablespoons chopped fresh cilantro']","1. Preheat the oven to 350°F. Line a baking sheet with aluminum foil; spray the foil with cooking spray. 2. Mix together the honey, olive oil, cumin, turmeric, cinnamon, and garlic in a small bowl. Place the chicken, onions, and potatoes in a large bowl. Toss with three-quarters of the honey mixture and arrange in a single layer on the prepared pan. Toss the apricots and raisins with the remaining honey mixture and set aside. 3. Bake the chicken, onions, and potatoes for 35 minutes. Add the apricots and raisins and bake until the chicken is cooked through, 15 to 20 minutes more. Garnish with the pistachios and cilantro.
1. Preheat the oven to 350°F. Line a baking sheet with aluminum foil; spray the foil with cooking spray.
2. Mix together the honey, olive oil, cumin, turmeric, cinnamon, and garlic in a small bowl. Place the chicken, onions, and potatoes in a large bowl. Toss with three-quarters of the honey mixture and arrange in a single layer on the prepared pan. Toss the apricots and raisins with the remaining honey mixture and set aside.
3. Bake the chicken, onions, and potatoes for 35 minutes. Add the apricots and raisins and bake until the chicken is cooked through, 15 to 20 minutes more. Garnish with the pistachios and cilantro.",Moroccan Roasted Chicken 
"['1 tablespoon caraway seeds', '1 tablespoon coriander seeds', '1 tablespoon cumin seeds', '1 tablespoon dried crushed red pepper', '2 tablespoons olive oil', '2 garlic cloves', '3 tablespoons Hungarian sweet paprika', '1 1/2 teaspoons salt', '2 tablespoons plus 1/2 cup olive oil', '5 tablespoons fresh lime juice, divided', '1 teaspoon finely grated lime peel', '1 2 3/4- to 3-pound chicken, quartered, backbone removed', 'Pinch of sugar', '1 3/4 cups low-salt chicken broth', '1 1/2 teaspoons curry powder', '1 10-ounce package plain couscous']","For harissa: Toast caraway, coriander, and cumin seeds in medium skillet over medium heat until slightly darker in color, stirring occasionally, about 5 minutes. Cool completely. Grind cooled spices and dried crushed red pepper in mortar with pestle or spice grinder to fine powder. Add oil and garlic; grind to smooth paste. Stir in paprika and salt. (Can be made 3 days ahead. Cover and refrigerate.)
Toast caraway, coriander, and cumin seeds in medium skillet over medium heat until slightly darker in color, stirring occasionally, about 5 minutes. Cool completely. Grind cooled spices and dried crushed red pepper in mortar with pestle or spice grinder to fine powder. Add oil and garlic; grind to smooth paste. Stir in paprika and salt. (Can be made 3 days ahead. Cover and refrigerate.)
For chicken and dressing: Whisk 3 tablespoons plus 1 teaspoon harissa, 2 tablespoons oil, 2 tablespoons lime juice, and lime peel in small bowl. Rub mixture over all sides of chicken pieces. Place chicken in 11x7x2-inch glass baking dish. Cover and marinate overnight. Whisk remaining 1/2 cup oil, 3 tablespoons lime juice, and pinch of sugar in medium bowl to blend. Season dressing to taste with salt and pepper. (Dressing can be made 1 day ahead. Cover and refrigerate.) Preheat barbecue (medium-low heat). Grill chicken until cooked through, turning and repositioning occasionally for even cooking, about 45 minutes total. Let stand at room temperature.
Whisk 3 tablespoons plus 1 teaspoon harissa, 2 tablespoons oil, 2 tablespoons lime juice, and lime peel in small bowl. Rub mixture over all sides of chicken pieces. Place chicken in 11x7x2-inch glass baking dish. Cover and marinate overnight.
Whisk remaining 1/2 cup oil, 3 tablespoons lime juice, and pinch of sugar in medium bowl to blend. Season dressing to taste with salt and pepper. (Dressing can be made 1 day ahead. Cover and refrigerate.)
Preheat barbecue (medium-low heat). Grill chicken until cooked through, turning and repositioning occasionally for even cooking, about 45 minutes total. Let stand at room temperature.
For couscous: Bring chicken broth and curry powder to boil in heavy small saucepan. Stir in couscous, cover, and remove from heat; let stand 5 minutes. Fluff couscous with fork and transfer to platter. Place chicken atop couscous. Serve, passing dressing and remaining harissa alongside.
Bring chicken broth and curry powder to boil in heavy small saucepan. Stir in couscous, cover, and remove from heat; let stand 5 minutes. Fluff couscous with fork and transfer to platter. Place chicken atop couscous. Serve, passing dressing and remaining harissa alongside.",Grilled Moroccan Chicken with Curried Couscous 
"['1/2 cup bulgur', '1 tablespoon fresh lemon juice', '3 tablespoons finely chopped flatleaf parsley', '2 tablespoons finely diced tomato', '2 tablespoons olive oil', 'Salt and freshly ground black pepper', '1 pound lamb shank or shoulder', '1 cup chopped onions', '1/2 cup chopped carrots', '1/2 cup chopped celery', '3 tablespoons fresh thyme leaves', '2 cups dry red wine', 'Vegetable oil', '2 cloves garlic, sliced paper thin']","1. Add the bulgur to a large pot of lightly salted boiling water. Reduce the heat and simmer the bulgur for 10 to 12 minutes or until just tender. Drain the bulgur in a colander. Allow to cool and then transfer to a small shallow bowl. 2. Add the lemon juice, parsley, tomato, and 1 tablespoon of the olive oil and toss until all the grains are coated with the dressing. Season to taste with salt and pepper. Cover and refrigerate. 3. Preheat the oven to 350°F. 4. Heat the remaining 1 tablespoon olive oil in a medium-sized, heavy-bottomed casserole or Dutch oven over medium-high heat. When the oil is almost smoking, add the lamb and sear for 8 to 12minutes or until nicely browned on all sides. 5. While the lamb is browning, add the onions, carrots, and celery to the pan along with the thyme. Stir the vegetables occasionally. 6. Add the red wine and cook until reduced to a few tablespoons. Add enough water to cover the lamb and bring to a boil, stirring the bottom of the pan with a wooden spoon to dissolve any browned solids into the liquid. 7. Remove from the heat and cover the casserole with a tight-fitting lid. Place in the center of the oven and cook for 1 hour or until the meat is tender and almost falling off the bone. Set aside and allow to cool. When cool, refrigerate the lamb until serving. Discard the vegetables and herbs. 8. Pour the vegetable oil into a small, deep saucepan to a depth of 1H inches. Heat over medium heat until a deep-frying thermometer registers 325°F. 9. Fry the garlic slices in the oil for 1 to 2 minutes or until they turn golden. Watch carefully because they fry very quickly. Remove from the oil with a slotted spoon to a paper towel to drain. Transfer to a flat plate, season with salt, and allow to cool completely. As they cool, the fried garlic slices will become very crispy. 10. To serve, pull or cut the meat from the bone and cut into small pieces. Place some of the tabbouleh on each of 6 small plates along with some of the lamb. Top each serving with crispy garlic.
1. Add the bulgur to a large pot of lightly salted boiling water. Reduce the heat and simmer the bulgur for 10 to 12 minutes or until just tender. Drain the bulgur in a colander. Allow to cool and then transfer to a small shallow bowl.
2. Add the lemon juice, parsley, tomato, and 1 tablespoon of the olive oil and toss until all the grains are coated with the dressing. Season to taste with salt and pepper. Cover and refrigerate.
3. Preheat the oven to 350°F.
4. Heat the remaining 1 tablespoon olive oil in a medium-sized, heavy-bottomed casserole or Dutch oven over medium-high heat. When the oil is almost smoking, add the lamb and sear for 8 to 12minutes or until nicely browned on all sides.
5. While the lamb is browning, add the onions, carrots, and celery to the pan along with the thyme. Stir the vegetables occasionally.
6. Add the red wine and cook until reduced to a few tablespoons. Add enough water to cover the lamb and bring to a boil, stirring the bottom of the pan with a wooden spoon to dissolve any browned solids into the liquid.
7. Remove from the heat and cover the casserole with a tight-fitting lid. Place in the center of the oven and cook for 1 hour or until the meat is tender and almost falling off the bone. Set aside and allow to cool. When cool, refrigerate the lamb until serving. Discard the vegetables and herbs.
8. Pour the vegetable oil into a small, deep saucepan to a depth of 1H inches. Heat over medium heat until a deep-frying thermometer registers 325°F.
9. Fry the garlic slices in the oil for 1 to 2 minutes or until they turn golden. Watch carefully because they fry very quickly. Remove from the oil with a slotted spoon to a paper towel to drain. Transfer to a flat plate, season with salt, and allow to cool completely. As they cool, the fried garlic slices will become very crispy.
10. To serve, pull or cut the meat from the bone and cut into small pieces. Place some of the tabbouleh on each of 6 small plates along with some of the lamb. Top each serving with crispy garlic.",Moroccan Lamb with Tabbouleh and Crispy Garlic 
"['4 teaspoons ground coriander', '1 tablespoon ground cumin', '1/2 teaspoon turmeric', '2 7.25-ounce jars roasted red peppers, well drained', '1/3 cup chopped onion', '5 teaspoons minced seeded serrano chilies', '3 garlic cloves', '1/4 cup honey', '1/4 cup fresh lime juice', '1 tablespoon grated lime peel', '1/4 cup plus 3 tablespoons olive oil', '48 large uncooked shrimp (about2 pounds), peeled, deveined', '48 3/4-inch cubes peeled cored pineapple', '48 6-inch bamboo skewers, soaked in water 30 minutes, drained', '1/2 cup chopped green onions', '3 tablespoons toasted sesame seeds', '2 limes, cut into wedges']","Stir coriander, cumin and turmeric in small skillet over medium heat until lightly toasted, about 3 minutes. Transfer to processor. Add red peppers, onion, chilies and garlic. Blend to form smooth paste. Mix in honey, lime juice and peel. With machine running, gradually blend in 1/4 cup oil. Season with salt and pepper. Transfer to bowl. Cover; chill overnight. Thread 1 shrimp and 1 pineapple cube onto each skewer. Brush with 3 tablespoons oil. Sprinkle with salt and pepper. (Can be made 8 hours ahead. Cover; chill.) Preheat broiler. Arrange skewers in single layer on 3 baking sheets. Working in batches, broil until shrimp are almost cooked through, turning once, about 2 minutes per side. Brush shrimp and pineapple with some red pepper sauce. Broil 1 minute longer. Arrange skewers on platter. Sprinkle with green onions and sesame seeds. Serve with limes and remaining sauce.
Stir coriander, cumin and turmeric in small skillet over medium heat until lightly toasted, about 3 minutes. Transfer to processor. Add red peppers, onion, chilies and garlic. Blend to form smooth paste. Mix in honey, lime juice and peel. With machine running, gradually blend in 1/4 cup oil. Season with salt and pepper. Transfer to bowl. Cover; chill overnight.
Thread 1 shrimp and 1 pineapple cube onto each skewer. Brush with 3 tablespoons oil. Sprinkle with salt and pepper. (Can be made 8 hours ahead. Cover; chill.) Preheat broiler. Arrange skewers in single layer on 3 baking sheets. Working in batches, broil until shrimp are almost cooked through, turning once, about 2 minutes per side. Brush shrimp and pineapple with some red pepper sauce. Broil 1 minute longer.
Arrange skewers on platter. Sprinkle with green onions and sesame seeds. Serve with limes and remaining sauce.",Spiced Moroccan-Style Shrimp 
