name,steps,description,ingredients
moroccan pork mince,"['heat a heavy based pan , add the mince , paprika , ginger , cumin and cinnamon', 'stir fry 5 - 6 minutes', 'add the onion , carrot , green pepper and tomatoes with juice', 'stir until boiling , lower heat and simmer for about 10 minutes', 'serve with couscous and a salad']","hign in protein, low in fat and absolutely delicious.  from jan/feb 2010 ""in my kitchen"".","['pork mince', 'paprika', 'ground ginger', 'cumin', 'cinnamon', 'onion', 'carrot', 'green pepper', 'tomatoes']"
moroccan potato bean soup,"['in a medium size cooking pot , add water , kidney beans and bring to boil', 'reduce heat and simmer for 15 minutes', ""in a frying pan , add olive oil , onions , garlic and leeks and saute' until leeks are translucent , about 6 to 8 minutes"", ""to cooking pot , add cubed potatoes , sautee'd onion mixture , chicken soup base , turmeric , white pepper , cayenne pepper , curry powder , soy sauce and simmer until potatoes are tender , about 15 minutes"", 'add whole milk , half and half cream and bring back just to boil , stirring frequently', 'add instant potato flakes stirring until well blended', 'adjust seasonings to taste', 'garnish each serving with chopped chives or green onions']",a delicious creamy soup with a light spicy touch.,"['water', 'white kidney beans', 'extra virgin olive oil', 'onions', 'garlic', 'leeks', 'potatoes', 'chicken soup base', 'turmeric powder', 'white pepper', 'cayenne pepper', 'curry powder', 'soy sauce', 'whole milk', 'half-and-half cream', 'instant potato flakes', 'chives']"
moroccan potato casserole,"['preheat oven to 350f', 'combine garlic , 1 / 2 teaspoon salt , paprika , cumin , and cayenne in a food processor bowl', 'process until mixture forms a paste', 'add herbs , and pulse a few times to blend', 'add lemon juice , vinegar , and 2 to 3 tablespoons olive oil', 'blend', 'season to taste with salt', 'in a large bowl , combine potatoes , peppers , and celery', 'season with salt , and toss with herb sauce', 'transfer to a large shallow baking dish', 'scatter tomatoes among the potato mixture', 'drizzle 1 to 2 tablespoons oil over the top , and cover with foil', 'bake for 35 minutes', 'remove foil', 'continue baking until vegetables are tender , 20 to 30 minutes', 'serve warm']","this is a very colorful dish, and a very tasty one.  a dressing made from fresh herbs and spices give this vegetable dish a moroccan flavor.  it is a great vegan recipe!","['garlic cloves', 'salt', 'paprika', 'ground cumin', 'ground cayenne pepper', 'fresh cilantro', 'parsley', 'lemon', 'red wine vinegar', 'olive oil', 'red potatoes', 'yellow bell pepper', 'green bell pepper', 'celery', 'tomatoes']"
moroccan potato salad,"['heat the olive oil in a large frying pan over a medium heat and sweat the onion , chilli pepper and garlic for 6-7 minutes , stirring occasionally', 'add the ground cumin , nutmeg and half of the paprika with a little seasoning and cook for a further minute', 'add the sliced potato , mix once carefully , then reduce the heat and cover with a lid', 'cook for 4-5 minutes until the potato is just soft', 'adjust the seasoning to taste , then spoon into a serving dish', 'sprinkle the remaining paprika on top and garnish with a sprig of coriander leaves before serving']",this recipe is from arabic-food.com,"['new potatoes', 'olive oil', 'red chili pepper', 'onion', 'garlic clove', 'paprika', 'ground cumin', 'nutmeg', 'coriander']"
moroccan pound cake,"['preheat oven to 350', 'cream margarine and sugar until light', 'add eggs , one at a time , beating thoroughly after each', 'add sifted dry ingredients alternately with milk , beating until smooth', 'add vanilla , raisins and nuts', 'pour 3 / 4 of batter into a 10-inch tube pan lined on bottom with waxed paper', 'mix remaining batter with cocoa and cinnamon and spoon onto batter in pan', 'run a knife through batter to marbleize', 'bake at 350 about 1 hour and 15 minutes', 'let stand in pan 5 minutes , then turn out on rack', 'peel off paper', 'cool and sprinkle with powdered sugar']",zwt6 - na*me,"['oleo', 'vegetable shortening', 'sugar', 'eggs', 'all-purpose flour', 'baking powder', 'salt', 'milk', 'vanilla', 'raisins', 'nuts', 'cocoa', 'cinnamon']"
moroccan prawns with couscous,"['sauce', 'combine all sauce ingredients , heat over medium heat and stir until well combined , leave over a low heat while making the rest , stir occasionally', 'vegetables', 'add the oil to a pan , cook vegetables , stirring , until just tender , keep warm', 'couscous', 'add water to a large pan with stock and bring to the boil , add sachet and cook for about 3-4 minutes , or according to packet instructions', 'remove and pour into a large bowl , fluff with fork , combine vegetables', 'gently stir in red currants reserving a few to sprinkle over the top', 'prawns', 'heat oil in a pan over a medium heat , add garlic , cook stirring until aroma rises , add the rest of the spices , stir for a minute , add prawns and toss to coat in spice', 'cook until prawns are opaque , add parsley coat and cook for another minute or until prawns are cooked through', 'to serve: place couscous in a mound on a plate , arrange prawns over couscous and spoon sauce around the outside of the couscous , garnish with extra red currants']",this is sounds like such a big recipe but if you just follow the steps it is not as daunting as it sounds and the end result is gorgeous. i made this as i have been trying to recreate a recipe i have had at a local restaurant. i know this is not exactly how they would make it but it tasted wonderful and both myself and my hubby absolutely loved this.,"['water', 'fish stock granules', 'garlic powder', 'ground cumin', 'ground coriander', 'ground ginger', 'lemon zest', 'lemon juice', 'mango chutney', 'olive oil', 'prawns', 'garlic cloves', 'paprika', 'cumin', 'ginger', 'cayenne', 'fresh parsley', 'red capsicum', 'yellow capsicum', 'carrot', 'zucchini', 'red currants', 'vegetable bouillon granules', 'quick-cooking couscous']"
moroccan preserved lemons,"['wash lemons well', 'be sure to have a jar big enough for the lemons to fit', 'put a couple tablespoons of salt in the bottom of the jar', 'holding over a plate to catch the juice , make four deep longitudinal cuts , evenly spaced , in each lemon', 'keep ends attached', 'or quarter the lemons keeping stem end intact', 'pack salt liberally into cuts', 'pack lemons into jar tightly , helping to press out some juice and sprinkling thin layer of salt over each layer of lemons', 'top with final layer of salt', 'add juice from the plate', 'cover jar tightly and leave at room temperature for a few days , watching level of juice', 'lemons should be covered in their own juice , if not , add more lemon juice', ""they'll be ready to eat in a few weeks and can keep for up to a year""]","a north african accent for a variety of dishes, from tagines and couscous to a garnish on a wood fire oven pizza.
thin-skinned meyer lemons recommended, though eureka works well, too.  kosher salt makes a good choice as it dissolves easier.
your jar of preserved lemons may or may not be kept refrigerated.","['meyer lemons', 'kosher salt']"
moroccan pumpkin and harissa stew,"['heat the oil in a large pan', 'fry onion and garlic bulb for 5 minutes', 'add canned tomatoes , harissa , cinnamon and stock', 'bring to boil , cover and simmer for 10 minutes', 'add potatoes and bring to boil , simmer for another 10 minutes', 'add pumpkin and baby corn and simmer for a further 5 minutes', 'add peas and cherry toms and simmer for 5 minutes', 'remove the bulb and carefully remove the flesh and mash well', 'add mash back into pan', 'season if desired', 'mix cornflour with 2 tbsp water and add to pan', 'bring to boil and stir until thickened', 'remove cinnamon and add the mint and coriander', 'serve with cous cous or crusty bread']",harissa is often available in supermarkets but there are plenty of recipies here to make your own too.,"['olive oil', 'baby onions', 'bulb of garlic', 'chopped tomatoes', 'harissa', 'cinnamon stick', 'vegetable stock', 'baking potatoes', 'pumpkin', 'baby corn', 'sugar snap peas', 'cherry tomatoes', 'cornflour', 'of fresh mint', 'coriander leaves']"
moroccan pumpkin soup  l hamraak garagh,"['cover the chickpeas with water', 'cover and allow to soak overnight', 'drain', 'saute the leeks in the oil over medium heat until soft and translucent , approximately 5-10 minutes', 'add the broth , pumpkin cubes or puree , chickpeas , honey , spices and salt to the pan', 'cover and simmer until the chickpeas are tender , about 1 1 / 4 hours', 'if using the cinnamon stick , discard it', 'if desired , transfer the soup to a blender and puree until smooth', 'season to taste', 'they are considerably smaller than ornamental carving pumpkins', 'for vegan option do not use honey', 'and for vegetarian do not use chicken broth']","this is definitely something ""different"" than your usual thanksgiving fare.","['dried garbanzo beans', 'vegetable oil', 'leeks', 'chicken broth', 'fresh pumpkin', 'honey', 'cinnamon sticks', 'ground allspice', 'salt', 'fresh ground pepper']"
moroccan rack of lamb,"['about an hour before roasting , remove lamb from refrigerator', 'trim excess fat', 'stir oil with seasonings and garlic', 'spoon a third on fat side of each lamb rack', 'evenly spread over fat and meaty ends and lightly over bone side', 'place each rack as it is coated on a large baking sheet with shallow sides', 'depending on pan size , bone ends may lay on pan edges', 'for even cooking , leave coated lamb at room temperature for 1 hour', 'or lamb can be refrigerated , lightly covered , up to 1 day', 'bring to room temperature before roasting', 'when ready to roast , preheat oven to 400f', 'then roast , uncovered , for 25 to 30 minutes for rare to medium-rare lamb', 'internal temperature should be 140f to 150f', 'remove lamb to a cutting board', 'cover with a tent of foil for 5 minutes before slicing into chops']",this recipe includes 1 hr of standing time to bring it to room temp before roasting. it's very easy to do and yields a wonderful result!,"['racks of lamb', 'olive oil', 'ground cumin', 'ground coriander', 'paprika', 'cinnamon', 'fresh coarse ground black pepper', 'salt', 'cayenne pepper', 'minced garlic cloves']"
moroccan ramadan couscous with meat and veggies,"['mix all spices in a dish and set aside', 'chop meat into large chunks', 'heat oil', 'brown meat on all sides for 5 minutes', 'add onion and garlic', 'saut for 5 more minutes', 'add water , spices , and tomato sauce', 'cook for 5 minutes', 'add carrots and potato pieces', 'cook for 10 minutes', 'add zucchini and bell pepper to stew', 'cook for 20 minutes', 'add the chickpeas and cook last 5-10 minutes', 'meanwhile , prepare onion topping', 'saut onions to a light brown color', 'add rest of topping ingredients and cook till caramelized and bubbly', 'set aside', 'boil the water for couscous', 'add chicken base and butter', 'add couscous', 'make sure this is the last part of the recipe you make', 'once the couscous is added , leave it alone for 5 minutes', 'fluff couscous with fork', 'time to eat !', 'serve any way you like', 'i plate the cousouse and top it with as much or as little stew as i want', 'then i add the vegies that i want and top it all off with the sweet onion / raisin topping']","decorative and tasty. beautiful colors. great for a family or friends gathering. use chicken instead of lamb if the guests are not used to eating lamb, it has a strong taste. you can plate it seperately or as a large centerpiece.","['turmeric', 'pepper', 'ginger', 'cumin', 'saffron', 'paprika', 'salt', 'coriander', 'lamb', 'olive oil', 'garlic', 'onion', 'water', 'tomato sauce', 'red bell pepper', 'carrots', 'zucchini', 'yellow squash', 'potato', 'chickpeas', 'brown sugar', 'cinnamon', 'couscous', 'chicken base', 'butter']"
moroccan ramadan soup,"['in a medium bowl , soak peas in cold water to cover overnight', 'drain', 'in a dutch oven , melt the butter over low heat', 'stir in the cinnamon , ginger , turmeric , paprika , pepper , and saffron , and cook 2 minutes', 'stir in the lamb , onions , parsley , and coriander , and cook , stirring occasionally , 20 minutes , or until the onions are soft', 'stir in the tomatoes and simmer 10 minutes', 'add the water and chick peas', 'heat to boiling over medium heat and simmer , partially covered , 1 hour', 'stir in the lentils and simmer , partially covered , 45 minutes , or until the lentils are tender', 'stir in the lemon juice and salt , and cook 5 minutes longer']","in morocco and throughout the middle east, muslims fast from sunrise to sunset during the holy month of ramadan.  the traditional evening meal is harira, a full-bodied soup with an earthy, spicy flavor.  this particular version is a cross between a soup and a stew.  for an even heartier dish, serve steamy ladlefuls over white rice. from the best of the mediterranean  by sandra glock.","['dried garbanzo beans', 'unsalted butter', 'cinnamon', 'ground ginger', 'ground turmeric', 'sweet paprika', 'fresh ground black pepper', 'saffron thread', 'boneless lamb', 'onion', 'parsley', 'fresh cilantro', 'canned tomatoes', 'water', 'lentils', 'lemon juice', 'salt']"
moroccan ras el hanout spice mix,"['grind peppercorns , coriander seeds and star anise', 'mix all ingredients in a small bowl until well mixed', 'mix will keep for a little over a month']","a quick and easy spice mix for ras el hanout. very rich sweet flavours with pungent aroma. where possible try and grind your own fresh spices, its very simple and you only need a small mortar and pestle. :-)

yield will be enough be for 4 to 6 large stews but will very depending on recipe,","['ground mustard', 'turmeric', 'salt', 'ground ginger', 'fresh coarse ground black pepper', 'cinnamon', 'cayenne pepper', 'white pepper', 'ground coriander', 'nutmeg', 'star anise', 'clove', 'ground cumin', 'allspice']"
moroccan red snapper with cumin seeds,"['grind together cumin seeds , garlic cloves , chopped parsley and salt with a mortar and pestle', 'transfer to a small bowl and mix in the lemon juice', 'place red snappers in a large , shallow baking pan and rub spice mixture all over fish', 'cover with plastic wrap and marinate in refrigerator for at least 30 minutes', 'preheat oven to 500', 'remove fish from refrigerator and scatter carrots , potatoes , tomatoes , green bell pepper , sliced lemon , green chiles over and around fish', 'pour water and extra-virgin olive oil over fish and vegetables', 'bake , basting often , until fish is cooked through , about 30 minutes']","a lovely roasted fish from morocco, originally appeared in saveur in 1999.  cook time includes thirty minutes marinating time.","['cumin seeds', 'garlic cloves', 'fresh parsley', 'salt', 'lemons', 'red snapper', 'carrots', 'new potatoes', 'tomatoes', 'green bell pepper', 'lemon', 'mild green chilies', 'water', 'extra virgin olive oil']"
moroccan rib roast or leg of lamb,"['stir together coriander seed , lemon peel , olive oil , cumin , red pepper , and salt in a small bowl', 'rub surface of rib roast thouroughly with coriander mixture', 'cut 1 / 2 inch wide slits randomly into top and sides of roast', 'insert garlic slivers deep into slits', 'cover and refrigerate roast for up 24 hours , if desired', 'prepare grill for indirect grilling', 'test for medium heat above the drip pan', 'place roast on the lightly oiled grill rack over drip pan', 'cover and grill for 1 1 / 2 to 2 hours or until an instant read thermoter inserted into the centre of the roast registers 155f degrees for medium doneness', 'add assorted cut up veggies to grill during the last 45 minutes of cooking , removing setting them aside as they become tender', 'carve rib roast and serve with grilled veggies', 'if using a leg of lamb , grill for 2 to 3 hours or until thermometer reads 155f degrees for medium doneness', 'either beef or lamb roast may also be cooked in the oven at 400f degrees until thermometer reads 155f degrees for medium doneness , for approximately the same number of hours', 'add veggies to the oven rack outside the roasting pan for about the last hour of cooking', 'serve with roast']","we have cooked both types of roast, both on the bbq grill and in the oven, either way they are delicious, lots of taste, if you prefer rare, remove earlier. the veggies are wonderful and it is great to have a whole meal in one carefree operation. marinating time up to 24 hours.","['coriander seeds', 'lemons, rind of', 'olive oil', 'whole cumin seed', 'red pepper', 'coarse salt', 'rib roast', 'garlic', 'vegetables']"
moroccan rice,"['rinse rice under cold water until water runs clear', 'drain', 'place rice in a microwave-safe rice cooker or bowl', 'add enough stock until it covers the rice by 2cm', 'cover with a lid or a double layer of plastic wrap and cook on high / 800watts / 100% for 5 minutes', 'cook on medium / 500watts / 50% for a further 7 minutes', 'remove from microwave and set aside', 'meanwhile place oil , onion , almonds , pine nuts , cumin , turmeric , cinnamon and chili powder in a microwave safe rice cooker or bowl', 'cook uncovered stirring every minute on high for 3 to 4 minutes or until the nuts are toasted and the mixture is fragrant', 'add raisins , orange rind and juice', 'cook on high for 1 minute', 'add the nut mixture and coriander to the rice and stir gently to combine', 'taste and season with salt and pepper']",i haven't made this it comes from a good taste magazine. putting it here as i want to try it myself. i would say it would go well with char grilled lamb cutlets,"['basmati rice', 'chicken stock', 'olive oil', 'yellow onion', 'slivered almonds', 'pine nuts', 'ground cumin', 'ground turmeric', 'ground cinnamon', 'chili powder', 'raisins', 'orange', 'fresh coriander', 'salt', 'pepper']"
moroccan rice meatballs,"['melt the butter in a heavy based pan', 'form the rice , meat , coriander , paprika and cinnamon into about 20 small meatballs', 'cook a few at a time in butter until well browned', 'when all are cooked , return them to the pan', 'add onions , saffron , pepper and stock', 'bring to the boil', 'cover and simmer about 40 minutes', 'add the parsley and lemon juice', 'cook about 5 minutes', 'serve with green vegetable salad']","i found this very unique recipe and thought it sounded nice. i have never made these, but thought they are worth trying. perhaps you will try them.8)","['hamburger', 'short-grain rice', 'onions', 'lemon juice', 'ground coriander', 'ground paprika', 'ground cinnamon', 'powdered saffron', 'pepper', 'flat leaf parsley', 'chicken stock', 'butter']"
moroccan rice pilaf,"['preheat oven to 350f', 'melt butter on medium-low heat in a small ovenproof pot', 'fold in onions and stir well', 'cook for 3-4 minutes until onions turn translucent but are not browned', 'add cumin , cayenne pepper , paprika and rice', 'stir well so that the rice is evenly coated with butter', 'cook for 3-4 minutes', 'stir in stock and raisins', 'bring to a boil on high heat', 'once the stock comes to a boil , cover the pot and let the pilaf cook in the oven for 18 minutes', 'fold in salt , pepper and almonds before fluffing with a fork and serving', 'enjoy !']",the word pilaf is enough to send me right to the dining table with a mouth that can't wait any longer to begin my meal. this is a wonderful pilaf(pulao) from the thursday magazine dated august 10-16'06. enjoy!,"['unsalted butter', 'onion', 'paprika', 'cumin', 'cayenne pepper', 'basmati rice', 'water', 'fresh ground black pepper', 'sliced almonds', 'raisins']"
moroccan rice pilaf with saffron,"['in a sauce pan , heat the stock almost to boiling', 'meanwhile , mix the remaining ingredients in a very large skillet or shallow stock pot', 'cook the rice and vegetables over medium heat , stirring frequently , for about 10 minutes , or until the onions are translucent and the rice begins to color', 'add the stock and saffron to the rice , stirring only once', 'bring the stock to a simmer , and taste for salt', 'adjust the seasoning if desired', 'cover the rice , reduce the heat to low , and simmer gently and undisturbed , for about 25 minutes , or until the liquid is absorbed and the rice is tender', 'fluff the rice with a fork , and serve']","this delicious rice pilaf can stand alone as a side dish, but it's great served as a bed for savory recipe#414809.


credit:  christine benlafquih
http://moroccanfood.about.com/od/saladsandsidedishes/r/mor_rice_pilaf.htm","['long grain rice', 'butter', 'olive oil', 'onion', 'garlic cloves', 'cinnamon stick', 'salt', 'ginger', 'white pepper', 'cumin', 'turmeric', 'fresh cilantro', 'peas', 'red bell pepper', 'carrot', 'chicken stock', 'saffron thread']"
moroccan rice salad,"['in medium bowl , whisk together yogurt , oil , sugar and curry powder', 'stir in rice , apples , green onions , raisins and chives and mix well', 'season to taste with salt and pepper', 'let stand 20 minutes or until flavors blend', 'serve over lettuce']",,"['nonfat plain yogurt', 'olive oil', 'sugar', 'curry powder', 'cooked basmati rice', 'tart apple', 'green onion', 'golden raisins', 'fresh chives', 'salt', 'leaf lettuce']"
moroccan rice salad  gluten free,"['cook rice and drain well', 'place warm rice in a large bowl and add all remaining ingredients , except for the oil', 'season to taste with salt and pepper', 'toss to combine , adding just enough oil to moisten rice', 'serve salad warm or at room temperature']","a moroccan style rice salad to serve as a side. if following a gluten-free diet, be sure that all of your spices are suitable. adapted from a suzanne gibbs recipe. cooking time is just the time required to cook the rice","['long grain brown rice', 'green onions', 'lemon rind', 'toasted almond', 'lemon juice', 'dates', 'mint', 'orange rind', 'ground coriander', 'ground cumin', 'olive oil']"
moroccan roast chicken with saffron  hazelnuts  and honey,"['in a large bowl , mix the chicken pieces with the onions , olive oil , ginger , cinnamon , saffron , lemon juice , water , salt , and pepper', 'leave to marinate for at least 2 hours or , preferably , overnight in the fridge', 'preheat the oven to 375f / 190c spread the hazelnuts out on a baking sheet and toast for 10 minutes , until lightly browned', 'chop coarsely and set aside', 'transfer the chicken and marinade to a baking sheet large enough to accommodate everything comfortably', 'arrange the chicken pieces skin side up and put the pan in the oven for about 35 minutes', 'while the chicken is roasting , mix the honey , rose water , and nuts together to make a rough paste , the food processor will do this nicely', 'remove the chicken from the oven , spoon a generous amount of nut paste onto each piece , and spread it to cover', 'return to the oven for 5 to 10 minutes , until the chicken is cooked through and the nuts are golden brown', 'transfer the chicken to a serving dish and garnish with the chopped green onions']","this dish is inspired by a recipe from claudia roden's classic book, tamarind and saffron (viking, 1999). it's a favorite: it is easy to make, yet looks stunning, and has the most delicate and exotic combination of flavors (rose water, saffron, and cinnamon), which takes you straight to the famous jemaa el fna in marrakech. serve with rice or plain couscous. marinating time is not included. personal note: if you are unfamiliar with rose water you may want to start by using a half amount.","['chicken', 'onions', 'olive oil', 'ground ginger', 'ground cinnamon', 'saffron thread', 'cold water', 'coarse sea salt', 'fresh ground black pepper', 'hazelnuts', 'honey', 'rose water', 'green onions']"
moroccan roasted chicken,"['preheat the oven to 425 and position a rack in the lower third of the oven', 'in a bowl , mix the butter with the cumin , coriander , sweet paprika , cayenne and cinnamon and season with salt and pepper', 'pat the chicken dry', 'rub half of the spice butter under the skin and the rest over the chicken', 'season with salt and pepper', 'set the chicken breast-side-up on a rack in a roasting pan', 'scatter the onion , garlic cloves , dates and dried apricots and add 1 / 2 cup of water', 'roast for 30 minutes , until the breast is firm and just beginning to brown in spots', 'using tongs , turn the chicken breast-down and roast for 20 minutes longer , until the skin is lightly browned', 'using tongs , turn the chicken breast-side-up', 'add another 1 / 2 cup of water', 'roast for about 20 minutes longer , until an instant-read thermometer inserted in the inner thigh registers 175 to 180', 'tilt the chicken to drain the cavity juices into the pan', 'transfer the bird to a cutting board', 'remove the rack from the pan and spoon off the fat', 'set the pan over high heat', 'add the stock and cook , scraping up any browned bits', 'carve the chicken and pass the chunky jus at the table']",from food & wine,"['unsalted butter', 'ground cumin', 'ground coriander', 'sweet paprika', 'cayenne pepper', 'ground cinnamon', 'salt & freshly ground black pepper', 'chicken', 'onion', 'garlic cloves', 'pitted dates', 'dried apricots', 'chicken stock']"
moroccan roasted pomegranate chicken,"['preheat oven to 350 degrees', 'remove and discard giblets , and neck from chicken , and lift wing', 'sprinkle 3 / 4 teaspoon salt over chicken , and place chicken , breast side up on rack of roasting pan coated with cooking spray', 'place rack in pan , and bake 450 degrees for 45 minutes or until a thermometer inserted into meaty part of thighs reaches 165 degrees', 'remove chicken , and rack from pan and let stand 10 minutes', 'remove skin from dark meat , and discard', 'remove seeds from pomegrante , set 1 tablespoon seeds aside', 'place remaining seeds in a blender , pulse to crush', 'strain mixture through a sieveover a bowl , to yield 1 / 4 cup juice , discard solids', 'place roastin pan over medium heat , add wine to drippings in pan , scraping pan to loosen browned bits', 'pour mixture into medium saucepan , stir in pomegranate juice , sugar , cinnamon , pepper , and garlic , and bring to a boil', 'cook 16 minutes or until reduced to 1 / 3 cup', 'remove from heat , and stir in lemon juice , and remaining salt', 'serve sdauce with chicken , and sprinkle with remaining seeds']",nice weeknight dinner for the family.,"['whole chickens', 'kosher salt', 'pomegranate', 'dry white wine', 'sugar', 'ground cinnamon', 'black pepper', 'garlic clove', 'fresh lemon juice']"
moroccan roasted salmon with mango salsa,"['preheat oven to 450', 'combine chopped mango , onion , mint and orange juice in a bowl', 'cover and chill', 'spread harissa over both sides of salmon fillets', 'sprinkle with salt', 'place salmon on a baking sheet coated with cooking spray', 'bake at 450 for 20 minutes or until the fish flakes easily when tested with a fork', 'serve with the mango salsa']",this recipe caught my attention when browsing through the website called  moroccan recipes.,"['mangoes', 'red onions', 'of fresh mint', 'orange juice', 'harissa', 'salmon fillets', 'salt']"
moroccan roasted vegetables,"['combine all vegetables and garlic in a large bowl', 'combine spices and oil in a small bowl', 'mix together and spread dressed vegetables on 11x17"" tray', 'bake at 400f for 20 minutes', 'remove from oven , stir well and bake for another 20 minutes', 'serve warm per 15 oz serving = 296cal , 8g pro , 9', '5g fat , 49g carb , 10g fibre']","delicious spicy roasted veggies!  the many spices are very visible in this dish.  the chickpeas are a nice addition, and harden a bit after being roasted which is a nice addition to the overall texture of this dish.","['onion', 'zucchini', 'eggplant', 'sweet potato', 'red pepper', 'tomatoes', 'chickpeas', 'garlic cloves', 'olive oil', 'lemon juice', 'cumin', 'turmeric', 'cinnamon', 'paprika', 'cayenne']"
moroccan rub,"['harissa mixture:', 'soak dried chilies in hot water for 30 minutes , drain , remove stems and seeds', 'place chilies , garlic , salt and olive oil in a food processor', 'blend to a paste', 'add the remaining spices and blend well , pack into an airtight container and top with a thin layer of olive oil , will keep for a month in refrigerator', 'before using thin with a little oil and lemon juice or hot stock', 'mococcan rub:', 'place all ingredients in your motar and pound with your pestle until everything is fine and well combined', 'store in an airtight container in fridge for up to 1 month']","this recipe has been submitted for play in zwt9 - morocco. recipe from cookbook the complete illustrated book of herbs. 

this rub brings the exotic into our homes, hope you will enjoy this tasty rub. 
harissa is a fiercely fiery, chili-based sauce and is wonderful used as a condiment with eggs and couscous-based dishes.

please note: prep time includes the making of the harissa spice mixture and the moroccan rub.","['dried chilies', 'garlic cloves', 'salt', 'olive oil', 'ground caraway', 'ground coriander', 'ground cumin', 'saffron', 'harissa', 'ground cardamom', 'cloves', 'cumin seed', 'fresh mint leaves', 'fresh coriander leaves']"
moroccan rub   meat  poultry  or vegetables,"['combine all ingredients and store in a covered container', 'rub into steaks prior to grilling or broiling', 'enough for four to five steaks']","use 1 tbs per pound of meat, poultry or vegetables for a moroccan influence!","['paprika', 'salt', 'sugar', 'cumin', 'cinnamon']"
moroccan saffron chicken,"['mix all ingredients in a dutch oven or heavy-bottomed pot', 'cover , and cook over medium to medium-high heat , stirring occasionally , for about 1 hour , or until the chicken is very tender and pulls easily off the bone', 'do not add water , and be careful not to burn the chicken', 'reduce the liquids until they are mostly oils', 'discard the cinnamon sticks , and taste for seasoning']","you'll be tempted to eat this tender, flavorful chicken right from the pot, but it's best served on a bed of recipe#414811


credit: christine benlafquih
http://moroccanfood.about.com/od/maindishes/r/saffron_chicken.htm","['whole chicken', 'sweet onions', 'ground ginger', 'white pepper', 'black pepper', 'cinnamon', 'saffron thread', 'turmeric', 'salt', 'butter', 'olive oil', 'fresh cilantro']"
moroccan saffron rice,"['wash the rice in a sieve until the water runs clear , then drain well and set aside', 'bring the water to a boil , remove from heat and add the saffron', 'allow to infuse for 20 minutes', 'heat the oil in a heavy saucepan and add the rice , stirring well so that all the rice is coated evenly in the oil', 'add the saffron water and salt and stir well', 'bring to a boil and boil for 1 minute', 'cover with a tight fitting lid , then simmer for 10-12 minutes until the water is absorbed', 'turn off the heat and let stand , covered , for at least 10 minutes', 'add the butter and fluff lightly with a fork', 'serve and garnish with pistachios']","easy an tasty side dish, the pistachio's are optional but oh, so good!","['rice', 'water', 'saffron thread', 'olive oil', 'salt', 'butter', 'pistachios']"
moroccan salad,"['slice carrots , diagonally , into pieces', 'cook carrots in boiling water until crisp-tender , about 5 minutes', 'drain , rinse with cold water , and drain again', 'set aside to cool', 'combine lemon juice , sugar , paprika , cumin , cinnamon , salt , and cayenne pepper', 'stir to dissolve sugar and salt', 'stir in olive oil , parsley , and raisins', 'add carrots and toss', 'cover and refrigerate at least one hour or overnight to chill and blend flavors', 'stir occasionally', 'serve on lettuce leaves , if desired', 'cooking time means refrigeration time']",the combination of flavours evokes moroccan cuisine.wonderful combination!,"['baby carrots', 'lemon juice', 'sugar', 'paprika', 'ground cumin', 'ground cinnamon', 'salt', 'cayenne pepper', 'olive oil', 'fresh parsley', 'raisins']"
moroccan salad dressing,['mix together all the ingredients and let sit for a while to allow the flavours to blend'],,"['lemon juice', 'olive oil', 'garlic', 'sweet red peppers', 'hot red pepper', 'salt and black pepper', 'italian parsley', 'cilantro']"
moroccan salad my way,"['chop lettuce very fine', 'cut beets into bite-size pieces', 'cut dates into bite-size pieces', 'cut sweet potato into bite size pieces', 'combine the lettuce , beets , dates and nuts and toss with desired dressing', ""because the sweet potato are soft add them last and 'gently' toss again"", 'enjoy !']","this is my take on a moroccan salad from a local restaurant.  the listed measurements are all approximate because the zaar computer must have amounts listed - so use the amounts you desire of each ingredient.  i used raspberry vinaigrette for the dressing, the original salad uses champagne vinaigrette and includes roasted butternut squash (in place of the sweet potato, however, i loved the sweetness of the potato in the salad), chopped egg, red peppers and avocado.  i went with what i had on hand.  my niece suggested using mandarin oranges and feta.  just let your imagination go wild and enjoy!","['romaine lettuce', 'beet', 'sweet potato', 'dates', 'pecans', 'dried cranberries']"
moroccan salad of raw grated carrots citrus cinnamon dressing,"['grate the carrots on the large holes of a box grater', 'cook carrots for 2 minutes--optional step', 'toss with only 1 / 4 cup of the dressing ,', 'garnish with nuts , raisins , and pine nuts if desired , and serve']","recipe comes from mediterranean fresh by joyce goldstein.   her directions are confusing about the cooking of the carrots.  what she exactly writes is ""for carrots with a bit more body and texture, you need to cook them briefly, as they are not porous enough to absorb the flavors of a salad dressing.  for optimum flavor, dress carrots while they are still warm.  you may warm the grated carrots in the dressing or serve as is.""   i am thinking (big thinker here) maybe 2 minutes?   i also think buying those already grated carrots would be mighty handy.  use only 1/4 cup of the dressing, and use the remainder of the dressing for a beet, orange, and greens salad.","['carrots', 'olive oil', 'orange juice', 'lemon juice', 'lemon zest', ""confectioners' sugar"", 'sea salt', 'ground cinnamon', 'walnuts', 'golden raisin', 'pine nuts']"
